paper_key,title,download_status,pdf_path,download_source,download_url,error,source_url,doi,arxiv,paperId
can-large-language-models-effectively-process-and-execute-financial-trad-e23800036d,Can large language models effectively process and execute financial trading instructions?,downloaded,data/papers/pdf/can-large-language-models-effectively-process-and-execute-financial-trad-e23800036d.pdf,existing,,,,,,
deltahedge-a-multi-agent-framework-for-portfolio-options-optimization-59fba0f731,DeltaHedge: A Multi-Agent Framework for Portfolio Options Optimization,downloaded,data/papers/pdf/deltahedge-a-multi-agent-framework-for-portfolio-options-optimization-59fba0f731.pdf,existing,,,,,,
alphaagent-llm-driven-alpha-mining-with-regularized-exploration-to-count-1ee55b1e61,AlphaAgent: LLM-Driven Alpha Mining with Regularized Exploration to Counteract Alpha Decay,downloaded,data/papers/pdf/alphaagent-llm-driven-alpha-mining-with-regularized-exploration-to-count-1ee55b1e61.pdf,existing,,,,,,
navigating-the-alpha-jungle-an-llm-powered-mcts-framework-for-formulaic-a6fbc7240d,Navigating the Alpha Jungle: An LLM-Powered MCTS Framework for Formulaic Factor Mining,downloaded,data/papers/pdf/navigating-the-alpha-jungle-an-llm-powered-mcts-framework-for-formulaic-a6fbc7240d.pdf,existing,,,,,,
jax-lob-a-gpu-accelerated-limit-order-book-simulator-to-unlock-large-sca-1bb2235281,JAX-LOB: A GPU-Accelerated limit order book simulator to unlock large scale reinforcement learning for trading,downloaded,data/papers/pdf/jax-lob-a-gpu-accelerated-limit-order-book-simulator-to-unlock-large-sca-1bb2235281.pdf,existing,,,,,,
can-large-language-models-mine-interpretable-financial-factors-more-effe-ef5b1feec8,Can Large Language Models Mine Interpretable Financial Factors More Effectively? A Neural-Symbolic Factor Mining Agent Model,downloaded,data/papers/pdf/can-large-language-models-mine-interpretable-financial-factors-more-effe-ef5b1feec8.pdf,existing,,,,,,
abides-towards-high-fidelity-multi-agent-market-simulation-e97d2619be,ABIDES: Towards High-Fidelity Multi-Agent Market Simulation,downloaded,data/papers/pdf/abides-towards-high-fidelity-multi-agent-market-simulation-e97d2619be.pdf,existing,,,,,,
a-fused-large-language-model-for-predicting-startup-success-6affa4d9ce,A Fused Large Language Model for Predicting Startup Success,downloaded,data/papers/pdf/a-fused-large-language-model-for-predicting-startup-success-6affa4d9ce.pdf,existing,,,,,,
beyond-isolated-investor-predicting-startup-success-via-roleplay-based-c-225b8c9010,Beyond Isolated Investor: Predicting Startup Success via Roleplay-Based Collective Agents,downloaded,data/papers/pdf/beyond-isolated-investor-predicting-startup-success-via-roleplay-based-c-225b8c9010.pdf,existing,,,,,,
finagent-a-multimodal-foundation-agent-for-financial-trading-data-retrie-1d1979a1f7,"FinAgent: A multimodal foundation agent for financial trading: Data-retrieval data-mining, policy-generation, and trading",downloaded,data/papers/pdf/finagent-a-multimodal-foundation-agent-for-financial-trading-data-retrie-1d1979a1f7.pdf,existing,,,,,,
multi-agent-llm-framework-for-formulaic-alpha-generation-and-selection-i-c2185c3965,Multi-Agent LLM Framework for Formulaic Alpha Generation and Selection in Quantitative Trading,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/d3cc99f0143c24012b376c5250c7bc88c1f011a5,10.1109/BigData66926.2025.11400963,,d3cc99f0143c24012b376c5250c7bc88c1f011a5
lob-bench-benchmarking-generative-ai-for-finance-an-application-to-limit-cb5b26670f,LOB-Bench: Benchmarking Generative AI for Finance - an Application to Limit Order Book Data,downloaded,data/papers/pdf/lob-bench-benchmarking-generative-ai-for-finance-an-application-to-limit-cb5b26670f.pdf,existing,,,,,,
quantaalpha-an-evolutionary-framework-for-llm-driven-alpha-mining-95f2dd9e56,QuantaAlpha: An Evolutionary Framework for LLM-Driven Alpha Mining,downloaded,data/papers/pdf/quantaalpha-an-evolutionary-framework-for-llm-driven-alpha-mining-95f2dd9e56.pdf,existing,,,,,,
alphaprobe-alpha-mining-via-principled-retrieval-and-on-graph-biased-evo-7b5802bd48,AlphaPROBE: Alpha Mining via Principled Retrieval and On-graph biased evolution,downloaded,data/papers/pdf/alphaprobe-alpha-mining-via-principled-retrieval-and-on-graph-biased-evo-7b5802bd48.pdf,existing,,,,,,
factorengine-a-program-level-knowledge-infused-factor-mining-framework-f-f55501020c,FactorEngine: A Program-level Knowledge-Infused Factor Mining Framework for Quantitative Investment,downloaded,data/papers/pdf/factorengine-a-program-level-knowledge-infused-factor-mining-framework-f-f55501020c.pdf,existing,,,,,,
tradefm-a-generative-foundation-model-for-trade-flow-and-market-microstr-2401665bde,TradeFM: A Generative Foundation Model for Trade-flow and Market Microstructure,downloaded,data/papers/pdf/tradefm-a-generative-foundation-model-for-trade-flow-and-market-microstr-2401665bde.pdf,existing,,,,,,
strategic-complexity-and-behavioral-distortion-retail-investing-under-la-33438497ef,Strategic Complexity and Behavioral Distortion: Retail Investing Under Large Language Model Augmentation,downloaded,data/papers/pdf/strategic-complexity-and-behavioral-distortion-retail-investing-under-la-33438497ef.pdf,existing,,,,,,
cognitive-alpha-mining-via-llm-driven-code-based-evolution-1394b27a36,Cognitive Alpha Mining via LLM-Driven Code-Based Evolution,downloaded,data/papers/pdf/cognitive-alpha-mining-via-llm-driven-code-based-evolution-1394b27a36.pdf,existing,,,,,,
factormad-a-multi-agent-debate-framework-based-on-large-language-models-e71d9f2bce,FactorMAD: A Multi-Agent Debate Framework Based on Large Language Models for Interpretable Stock Alpha Factor Mining,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/4a6015774ecfab2fd75ef7fa936a88ef7338daf9,10.1145/3768292.3770377,,4a6015774ecfab2fd75ef7fa936a88ef7338daf9
alphacrafter-a-full-stack-multi-agent-framework-for-cross-sectional-quan-9b731d138f,AlphaCrafter: A Full-Stack Multi-Agent Framework for Cross-Sectional Quantitative Trading,downloaded,data/papers/pdf/alphacrafter-a-full-stack-multi-agent-framework-for-cross-sectional-quan-9b731d138f.pdf,existing,,,,,,
